StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,Q3,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q252_1,Q252_2,Q252_3,Q253_1,Q253_2,Q253_3,Q255_1,Q255_2,Q255_3,Q256_1,Q256_2,Q256_3,Q257_2,Q257_3,Q257_4,Q258_1,Q258_2,Q258_3,Q156_First Click,Q156_Last Click,Q156_Page Submit,Q156_Click Count,MTurk_ID,Age,Gender,Gender_4_TEXT,Zip_Code,Q129,Ed_Level,Ed_Level_Mom,Q165,Q166,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,health_stat_age_1,general_health_1,gen_anxiety_1,depression_1,Q159_First Click,Q159_Last Click,Q159_Page Submit,Q159_Click Count,Conserv_scale_1,Conserv_scale_2,Conserv_scale_3,Conserv_scale_4,Conserv_scale_5,Conserv_scale_6,Conserv_scale_7,Q160_First Click,Q160_Last Click,Q160_Page Submit,Q160_Click Count,Numeracy_1,Numeracy_2,Numeracy_3,Numeracy_4,Q124_1,Q125_1,Q126_1,Q127_1,Q161_First Click,Q161_Last Click,Q161_Page Submit,Q161_Click Count,Q122_1,Q122_2,Q122_3,Q122_4,Q122_5,Q122_6,Q122_7,Q162_First Click,Q162_Last Click,Q162_Page Submit,Q162_Click Count,know_someone,prob_of_contract_1,Q133_1,Q132_1,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,Q167_1,Q168,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,news,income_down_1,essential_worker,optimism_1,trump_approval_1,Q164_First Click,Q164_Last Click,Q164_Page Submit,Q164_Click Count,Effort_1,Q41,Random ID
2020-04-24 15:51:38,2020-04-24 16:06:48,IP Address,173.244.44.20,100,909,True,2020-04-24 16:06:53,R_3s4hVfdUsPSKA6v,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0,0,16.224,0,"Yes, I understand and consent",2.283,2.283,3.622,1,0,0,7.823,0,500000,650000,700000,72,74,75,500000,650000,700000,87,88,88,17500,18000,20000,82,86,85,73.019,441.11,445.973,38,A36319REQTMSI0,29,Male,,98117,donald trump,4-year degree,4-year degree,1," English",11.343,69.055,72.087,12,Much Better,Very Good,Several days,Several days,3.963,12.452,14.227,5,-3,4,-4,2,2,1,-4,8.451,145.433,147.131,9,4,4,4,4,5,2,5,5,4.002,29.338,30.584,10,7 (Strongly Disagree),7 (Strongly Disagree),3,4,1 (Strongly Agree),5,6,6.16,28.569,29.409,7,No,2,1,1,100,63,100,100,4 months+,500,2.921,64.009,68.97,16,6.033,26.033,27.496,6,Washington Post,70,No,I agree a lot,Somewhat Approve,4.879,4.879,5.801,1,9,I have copied my completion code.,5763
2020-04-24 16:01:41,2020-04-24 16:07:07,IP Address,47.182.129.12,100,325,True,2020-04-24 16:07:07,R_1jf9SVK0u72E0JA,,,,,29.39959716796875,-95.072998046875,anonymous,EN,0,0,37.983,0,"Yes, I understand and consent",6.234,6.234,7.157,1,0,0,4.423,0,2000,4000,8000,29,47,92,1000,2000,3000,19,41,48,900,1000,2000,15,39,63,4.596,94.681,95.013,17,A3FNNGJUJS2CUZ,32,Female,,77477,Donald Trump,4-year degree,4-year degree,4,English,1.621,39.207,48.361,10,Slightly worse,Neither good nor poor,More than half the days,Several days,2.001,7.793,9.475,5,2,1,2,1,2,1,2,3.939,12.355,14.354,7,4,5,6 (extremely good),5,4,5,4,5,1.324,7.425,8.92,8,1 (Strongly Agree),2,3,2,1 (Strongly Agree),2,6,3.334,8.309,11.288,7,No,42,39,63,54,74,26,42,2 months,1500,1.725,24.095,35.379,13,2.066,10.934,12.632,5,Fox News,37,Yes,I agree a little,Strongly Approve,2.538,2.538,3.872,1,7,I have copied my completion code.,4929
2020-04-24 16:07:05,2020-04-24 16:09:01,IP Address,24.125.209.24,100,116,True,2020-04-24 16:09:02,R_2CpKFmk1oAQeQhu,,,,,33.8231048583984375,-84.32579803466796875,anonymous,EN,0,0,4.069,0,"Yes, I understand and consent",1.615,1.615,2.473,1,0,0,2.191,0,100000,100000,100000,1,1,1,100000,100000,100000,1,1,19,50000,50000,50000,18,35,38,2.113,38.083,38.653,24,A2CUST5RXVF09H,25,Male,,30045,Donald Trump,Some college,2-year degree,2,English,1.191,15.92,21.909,8,Neither better nor worse,Quite Good,Not at all,Nearly every day,0.75,1.174,3.525,2,1,1,0,0,0,0,0,1.028,1.028,4.029,1,4,1 (not good at all),1 (not good at all),2,1 (not at all),6 (always prefer numbers),1 (always prefer percentages),2,1.003,1.003,4.595,1,1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),2,6,4.6,4.6,5.535,1,Yes,0,0,0,1,0,0,0,1 week,50000,3.769,3.769,6.973,1,1.479,1.479,5.348,1,Fox News,3,Yes,I disagree a little,Somewhat Disapprove,0.976,3.044,3.73,2,8,I have copied my completion code.,5241
2020-04-24 16:00:56,2020-04-24 16:09:05,IP Address,99.150.227.99,100,489,True,2020-04-24 16:09:06,R_2RWVo24XDuWDOqP,,,,,35.7613983154296875,-78.60150146484375,anonymous,EN,0,0,17.706,0,"Yes, I understand and consent",0.864,1.571,2.155,3,6.841,6.841,7.708,1,41000,50000,56000,51,44,38,50000,70000,80000,42,34,18,13000,14000,15000,62,52,44,1.011,92.012,92.566,92,AZIAQJWXTSFUX,42,Male,,27604,TRUMP,4-year degree,4-year degree,0,ENGLISH,1.099,49.152,49.549,22,Much Better,Very Good,Not at all,Not at all,31.233,40.192,41.04,13,-4,1,4,-4,3,-3,-4,2.165,13.711,14.263,12,3,4,2,6 (extremely good),4,2,5,5,2.502,21.334,21.789,22,6,7 (Strongly Disagree),5,5,3,4,6,6.488,17.362,17.942,13,No,70,8,1,100,79,96,100,2 months,5000,5.105,169.193,169.766,32,5.191,17.979,18.489,20,Fox News,36,Yes,I agree a little,Somewhat Approve,2.476,2.476,2.849,1,9,I have copied my completion code.,1536
2020-04-24 16:02:59,2020-04-24 16:09:13,IP Address,24.98.247.41,100,374,True,2020-04-24 16:09:14,R_3FRjhKvoDsgaNaU,,,,,34.0240020751953125,-84.23960113525390625,anonymous,EN,0,0,2.497,0,"Yes, I understand and consent",2.342,2.342,3.11,1,0,0,2.196,0,450000,600000,850000,30,16,3,500000,625000,1000000,47,24,6,15000,20000,25000,35,16,6,4.106,137.118,139.353,29,A3J6FPWX0V3SIN,18,Female,,30022,Donald Trump,Some college,4-year degree,4,English,3.105,25.792,30.355,10,Slightly Better,Quite Good,Several days,Not at all,3.752,9.79,10.816,5,-1,3,-1,-1,0,0,-1,2.112,17.726,19.202,8,5,4,3,4,6 (extremely),6 (always prefer numbers),1 (always prefer percentages),5,2.061,36.923,37.746,17,1 (Strongly Agree),4,4,2,5,3,6,5.3,51.657,52.64,13,No,1,0,0,60,30,95,85,2 months,10405,1.155,33.635,42.835,15,3.084,21.765,22.317,10,Washington Post,5,No,I agree a lot,Strongly Disapprove,2.586,2.586,3.37,1,10,I have copied my completion code.,3207
2020-04-24 16:03:28,2020-04-24 16:09:56,IP Address,107.148.226.150,100,388,True,2020-04-24 16:09:57,R_3j6wdd89N8JedS9,,,,,32.7404022216796875,-117.135498046875,anonymous,EN,0,0,22.288,0,"Yes, I understand and consent",5.576,5.576,7.668,1,1.601,4.085,8.135,2,301,608,2800,46,75,86,800,7980,6780,50,86,97,570,768,5890,44,60,76,2.587,13.063,178.075,2,A37WMF0CPA2ZU9,25,Female,,10165,Trump,4-year degree,4-year degree,3,English,3.232,8.226,43.167,3,Much Worse,Quite Good,Several days,More than half the days,0,0,6.666,0,4,2,2,2,2,2,3,0,0,8.575,0,6 (extremely good),6 (extremely good),6 (extremely good),4,5,5,5,6 (very often),0,0,8.867,0,5,7 (Strongly Disagree),6,5,6,6,6,11.779,11.779,16.784,1,No,76,58,73,64,100,81,65,2 months,500,0,0,59.559,0,0,0,10.907,0,Fox News,54,No,I agree a little,Strongly Approve,0,0,1.738,0,10,I have copied my completion code.,4102
2020-04-24 16:00:03,2020-04-24 16:13:29,IP Address,136.55.11.193,100,806,True,2020-04-24 16:13:30,R_UcLiYPcbI4BhV7j,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,0,0,143.601,0,"Yes, I understand and consent",4.525,4.525,5.835,1,0,0,4.295,0,"405,000","469,000","493,754",81,65,58,"482,984","493,364","500,234",42,78,69,"12,034","13,093","13,564",64,50,68,44.747,295.994,297.42,22,A1GEPABLJSZ8S4,43,Male,,30301,Donald Trump,4-year degree,4-year degree,1,English,5.286,41.67,48.625,10,Slightly Better,Quite Good,Several days,Several days,4.996,10.443,11.484,6,-1,-2,0,-1,1,-1,1,7.447,41.35,42.693,11,5,4,3,4,6 (extremely),5,4,3,37.497,47.155,48.629,10,6,4,5,3,5,5,6,1.85,10.137,10.997,7,No,45,21,18,15,27,91,65,2 months,"400,000",21.066,52.522,68.455,12,8.579,25.779,27.059,8,CNN,1,No,I agree a little,Strongly Approve,1.421,1.421,2.777,1,6,I have copied my completion code.,8826
2020-04-24 16:24:10,2020-04-24 16:28:22,IP Address,73.104.68.31,100,251,True,2020-04-24 16:28:22,R_3hAcgZbFIZJP8Qc,,,,,30.6215057373046875,-81.591400146484375,anonymous,EN,0,0,18.573,0,"Yes, I understand and consent",2.563,2.563,3.199,1,0,0,5.367,0,400000,405000,410000,86,65,42,405000,410000,425000,77,60,51,13000,13500,14000,69,54,37,10.56,78.881,79.972,19,A1B5SSGMTAQ9B5,38,Female,,32034,Trump,High school,High school,0,english,4.335,24.215,27.371,12,Neither better nor worse,Quite Good,Several days,Several days,1.515,6.421,7.221,8,1,-2,-2,1,-3,2,1,4.676,20.286,21.063,10,3,4,4,4,3,3,4,5,1.623,6.901,8.021,9,4,3,3,2,4,3,6,1.581,6.676,7.583,7,No,5,2,1,44,57,95,95,4 weeks,5000,1.29,30.94,39.482,12,1.885,13.208,14.037,5,Fox News,52,No,I neither agree nor disagree,Somewhat Approve,3.539,3.539,4.136,1,10,I have copied my completion code.,7241
2020-04-24 16:28:41,2020-04-24 16:36:30,IP Address,73.73.190.2,100,468,True,2020-04-24 16:36:30,R_1DI6VOEyYkuhbOM,,,,,41.9777984619140625,-88.2017974853515625,anonymous,EN,0,0,2.139,0,"Yes, I understand and consent",1.614,2.288,2.629,2,28.357,28.871,30.213,2,450000,500000,600000,75,65,54,400000,425000,450000,49,50,50,15000,20000,25000,50,59,73,15.655,230.522,234.088,32,A12DY4HHG6MYF0,28,Male,,60103,donald trump,2-year degree,High school,2,english,3.626,29.317,35.066,14,Much Better,Quite Good,Several days,Several days,5.132,12.477,13.175,5,-4,4,-4,-4,0,4,-4,3.923,26.71,28.425,8,6 (extremely good),6 (extremely good),6 (extremely good),6 (extremely good),6 (extremely),6 (always prefer numbers),1 (always prefer percentages),4,2.34,19.833,21.053,8,7 (Strongly Disagree),7 (Strongly Disagree),7 (Strongly Disagree),7 (Strongly Disagree),7 (Strongly Disagree),4,6,2.374,19.06,20.083,8,No,1,1,0,81,53,100,100,4 weeks,50000,1.781,29.722,39.043,11,2.719,20.448,24.448,5,Fox News,64,No,I agree a little,Strongly Disapprove,2.092,2.092,3.7,1,9,I have copied my completion code.,2027
2020-04-24 18:17:57,2020-04-24 18:31:00,IP Address,107.3.254.33,100,782,True,2020-04-24 18:31:00,R_2ear7fjQ6WS4waS,,,,,35.8450927734375,-86.4900970458984375,anonymous,EN,0,0,11.483,0,"Yes, I understand and consent",2.947,2.947,4.891,1,0,0,10.655,0,"600,000","850,000","1,250,000",80,77,73,"630,000","880,000","1, 550,000",62,62,55,"19,3000","23,000","31,000",83,79,62,74.886,261.128,263.064,18,A3KN6R8PCW31WO,71,Female,,37130,Donald J. Trump,High school,High school,1,English,7.428,39.492,44.264,9,Much Better,Quite Good,Several days,Several days,5.084,22.777,23.806,5,4,-4,-4,4,2,4,4,7.048,98.172,99.609,10,5,5,6 (extremely good),6 (extremely good),5,6 (always prefer numbers),1 (always prefer percentages),5,5.046,34.351,36.134,8,2,2,2,2,5,2,6,6.019,22.081,23.342,7,Yes,19,5,2,90,91,100,100,2 months,"55,000",2.426,190.72,203.426,11,3.102,28.152,29.281,6,ABC News,1,No,I agree a lot,Strongly Approve,2.873,2.873,4.176,1,10,I have copied my completion code.,6627
2020-04-24 18:25:34,2020-04-24 18:33:14,IP Address,184.16.168.254,100,460,True,2020-04-24 18:33:15,R_3UWkshLNBORRBUB,,,,,41.5836944580078125,-85.8632965087890625,anonymous,EN,0,0,4.93,0,"Yes, I understand and consent",1.903,1.903,2.994,1,1.569,2.091,27.346,4,450000,50000,55000,13,11,6,44000,54000,60000,12,6,1,13000,13300,14000,25,16,8,4.201,195.038,196.439,22,A3K1P4SPR8XS7R,38,Female,,49024,Donald Trump,4-year degree,High school,6,English,1.356,28.463,31.892,9,Neither better nor worse,Very Good,Not at all,Not at all,7.096,20.73,21.663,8,-3,3,-3,3,0,0,2,5.928,38.635,39.603,9,2,2,2,2,5,6 (always prefer numbers),6 (always prefer words),6 (very often),4.775,27.602,28.746,13,1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),6,4.594,18.547,19.907,7,No,9,9,13,71,89,93,94,2 months,922222,2.11,29.257,45.592,17,2.674,18.427,19.875,6,CNN,61,No,I agree a little,Strongly Disapprove,3.498,3.498,4.957,1,10,I have copied my completion code.,5163
2020-04-24 18:51:23,2020-04-24 19:01:19,IP Address,174.97.18.15,100,596,True,2020-04-24 19:01:20,R_vSoyXyKvO1ZSrBf,,,,,39.716796875,-84.157501220703125,anonymous,EN,0,0,83.837,0,"Yes, I understand and consent",2.977,2.977,6.674,1,3.871,6.022,22.038,5,3000,6000,10000,41,56,71,2000,2500,5000,47,68,80,500,1000,1200,57,69,77,3.26,209.47,210.357,22,A3DYPDGX5U3OJZ,42,Female,,45417,Donald Trump,Advanced Degree,4-year degree,2,Engllish,1.868,69.759,78.37,25,Slightly Better,Quite Good,Several days,More than half the days,2.715,16.525,17.153,6,-2,-1,-2,-3,-2,-1,-2,2.002,16.871,18.274,12,4,5,4,3,5,4,5,4,3.768,14.777,23.446,10,5,6,5,4,5,4,6,1.058,10.508,16.61,8,No,61,61,78,83,68,94,85,4 weeks,880000,3.317,31.881,47.511,19,3.444,24.972,26.611,8,Washington Post,34,Yes,I agree a little,Somewhat Approve,2.803,2.803,3.542,1,8,I have copied my completion code.,2590
2020-04-24 19:28:33,2020-04-24 19:43:47,IP Address,72.191.176.39,100,914,True,2020-04-24 19:43:48,R_3MzIU8PYYR8iUMk,,,,,31.770294189453125,-106.30059814453125,anonymous,EN,0,0,3.775,0,"Yes, I understand and consent",8.677,8.677,10.394,1,0,0,15.325,0,43000,45500,49000,50,60,80,44500,49000,54000,70,75,85,13000,15500,18500,61,65,80,69.557,410.742,412.436,35,A1LTV9MGGQCIT3,39,Male,,79936,Donald Trump,2-year degree,Some high school,1,English,5.377,34.674,43.783,10,Neither better nor worse,Neither good nor poor,Several days,More than half the days,6.205,20.061,21.162,5,1,-1,3,1,-1,-1,1,10.641,48.224,51.067,9,4,4,6 (extremely good),6 (extremely good),4,5,5,5,4.354,36.97,38.841,8,3,5,5,4,4,5,6,3.788,53.603,55.256,11,No,60,40,5,91,51,80,80,4 months+,925000,2.119,141.007,210.679,12,3.768,29.967,31.456,7,MSNBC,70,Yes,I disagree a little,Strongly Disapprove,3.922,3.922,4.887,1,10,I have copied my completion code.,1534
2020-04-24 19:51:40,2020-04-24 19:57:41,IP Address,104.192.1.204,100,361,True,2020-04-24 19:57:42,R_1OHQNI0NIqRgcvi,,,,,40.87030029296875,-73.85250091552734375,anonymous,EN,0,0,21.829,0,"Yes, I understand and consent",2.783,2.783,3.748,1,0,0,1.44,0,68211,215003,393782,81,87,94,200000,300000,400000,73,87,97,1027,5102,12692,74,81,92,1.146,183.979,185.896,32,A3BHIT3RV7MGOE,26,Female,,73301,donald trump,4-year degree,4-year degree,3,english,1.259,42.79,46.944,15,Slightly worse,Quite Good,Nearly every day,More than half the days,2.962,6.092,6.801,4,2,3,1,3,2,3,2,1.52,9.662,11.293,10,5,2,3,6 (extremely good),5,3,6 (always prefer words),4,1.311,8.502,9.325,8,6,3,4,1 (Strongly Agree),5,7 (Strongly Disagree),6,1.25,8.308,11.493,10,Yes,78,87,100,68,81,45,91,3 months,400000,1.449,18.238,26.118,12,2.145,13.589,15.058,7,Fox News,83,Yes,I agree a little,Somewhat Approve,3.596,3.596,4.521,1,8,I have copied my completion code.,7904
2020-04-24 19:56:57,2020-04-24 20:02:30,IP Address,198.228.134.166,100,332,True,2020-04-24 20:02:30,R_1QE10KEbJeajL0o,,,,,36.058807373046875,-115.31040191650390625,anonymous,EN,0,0,42.695,0,"Yes, I understand and consent",8.184,8.184,9.006,1,0,0,21.562,0,3,6,9,75,60,45,3,6,9,64,66,35,3,6,9,51,40,60,5.139,33.938,40.977,12,AB036D1V69QGV,35,Female,,92410,Donald Trump,4-year degree,4-year degree,35,english,11.216,48.28,56.209,11,Slightly Better,Neither good nor poor,Several days,More than half the days,4.131,9.247,10.8,8,2,-1,2,2,2,2,1,4.616,12.086,13.2,9,6 (extremely good),5,4,5,5,6 (always prefer numbers),5,6 (very often),2.129,14.883,15.674,11,4,5,6,7 (Strongly Disagree),6,5,6,5.721,8.514,14.718,7,Yes,96,61,44,79,63,70,65,4 months+,3000,14.527,30.838,38.135,11,3.897,12.155,15.034,10,CBS News,67,Yes,I agree a little,Strongly Approve,1.365,1.365,2.28,1,9,I have copied my completion code.,2272
2020-04-24 19:57:32,2020-04-24 20:03:44,IP Address,98.245.165.118,100,371,True,2020-04-24 20:03:44,R_0lx7ibbONUdpojL,,,,,39.9947052001953125,-105.236602783203125,anonymous,EN,0,0,30.536,0,"Yes, I understand and consent",3.333,3.333,4.658,1,0,0,5.153,0,498000,630000,945000,64,54,49,590000,645000,890000,81,77,75,15000,23000,32000,76,76,80,19.984,126.431,145.38,7,A3V4SRRO18ELMV,32,Male,,80634,D trump,4-year degree,2-year degree,3,english,8.059,55.51,61.681,10,Neither better nor worse,Very Poor,Several days,Nearly every day,0,0,8.737,0,4,4,4,1,3,2,3,0,0,6.731,0,5,6 (extremely good),4,5,5,6 (always prefer numbers),5,5,0,0,6.348,0,6,7 (Strongly Disagree),5,5,7 (Strongly Disagree),5,6,0,0,11.138,0,No,28,50,36,44,45,52,73,2 months,100000,0,0,33.189,0,3.846,13.47,15.139,8,Fox News,72,Yes,I agree a lot,Strongly Approve,1.243,1.243,1.906,1,8,I have copied my completion code.,1475
2020-04-24 20:16:22,2020-04-24 20:22:52,IP Address,98.199.11.148,100,390,True,2020-04-24 20:22:53,R_2SAGpI79Hno7xuh,,,,,29.673095703125,-95.585601806640625,anonymous,EN,33.172,33.172,33.68,1,"Yes, I understand and consent",3.085,3.085,4.342,1,2.605,2.605,9.282,1,1301,9197,68211,53,70,81,38,150,1027,25,43,55,500,1000,1500,43,61,78,3.848,113.288,114.31,20,A2I2J4F85KYO7D,35,Male,,77099,Donald trump,4-year degree,2-year degree,6,ENGLISH,3.875,40.009,43.312,13,Neither better nor worse,Quite Poor,Several days,Several days,5.657,8.975,10.148,4,2,3,1,2,2,3,2,1.737,9.225,10.236,7,3,4,5,5,3,3,4,5,1.031,6.557,7.454,9,3,4,5,5,6,6,6,3.82,8.997,11.096,7,No,66,70,65,74,65,66,83,4 weeks,200000,2.756,22.779,28.239,13,2.484,12.491,13.852,7,ABC News,53,Yes,I neither agree nor disagree,Somewhat Approve,2.668,2.668,4.618,1,7,I have copied my completion code.,1956
2020-04-24 20:17:30,2020-04-24 20:25:10,IP Address,65.249.165.108,100,459,True,2020-04-24 20:25:10,R_2EfTjVy1r9DERNR,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,0,0,6.131,0,"Yes, I understand and consent",3.469,3.469,4.573,1,0,0,7.311,0,10,20,50,25,46,62,10,20,50,32,44,46,10,20,50,17,37,48,11.828,70.515,72.201,19,AF2SSFUQ7Z7MU,31,Female,,11221,donald trump,4-year degree,4-year degree,1,english,7.699,82.299,111.525,8,Slightly Better,Quite Good,More than half the days,Several days,1.983,9.199,10.296,5,2,1,1,1,2,2,2,4.031,13.169,14.256,8,6 (extremely good),5,6 (extremely good),5,5,5,5,5,2.334,13.346,14.351,11,6,7 (Strongly Disagree),6,7 (Strongly Disagree),6,7 (Strongly Disagree),6,2.949,11.838,17.791,10,No,81,82,64,51,55,59,84,4 weeks,700,5.628,108.984,123.806,17,12.328,37.148,40.495,10,NBC News,71,Yes,I agree a little,Somewhat Approve,3.096,3.096,4.112,1,9,I have copied my completion code.,8125
2020-04-24 19:56:28,2020-04-24 20:33:20,IP Address,99.106.207.100,100,2212,True,2020-04-24 20:33:21,R_UH1eO2LHAjqxCcV,,,,,30.485595703125,-90.0977020263671875,anonymous,EN,0,0,126.757,0,"Yes, I understand and consent",2.172,2.172,3,1,0,0,5.878,0,103,1360,6528,43,70,95,103,1580,6700,64,88,95,1569,3000,4506,59,73,80,30.943,1595.272,1597.323,45,A2EE2KLBU8Y1AC,32,Male,,70447,DONALD TRUMP,4-year degree,Some college,4,ENGLISH,19.456,101.966,106.428,30,Slightly Better,Very Good,Several days,Several days,6.384,10.96,11.966,4,-1,2,2,3,2,3,2,6.978,21.659,22.754,7,5,4,5,6 (extremely good),5,4,5,5,2.557,18.193,19.52,9,6,5,4,5,6,6,6,2.462,11.134,12.896,7,No,73,85,83,78,84,79,86,2 months,3900,25.652,208.859,212.381,22,5.326,19.008,19.615,7,CNN,79,Yes,I agree a little,Somewhat Approve,2.091,2.091,2.964,1,9,I have copied my completion code.,7101
2020-04-24 20:26:44,2020-04-24 20:37:09,IP Address,68.59.215.53,100,625,True,2020-04-24 20:37:10,R_OPdqJfTB15bfwU9,,,,,34.957794189453125,-85.30120086669921875,anonymous,EN,0,0,53.879,0,"Yes, I understand and consent",0,0,5.175,0,0,0,2.513,0,2,1,0,20,1,30,4,5,3,25,19,29,9,9,8,9,18,21,0,0,81.929,0,A3D2B1JLGL2LPZ,30,Male,,30376,truam,Advanced Degree,Advanced Degree,12,english,0,0,45.139,0,Much Worse,Quite Poor,More than half the days,Nearly every day,0,0,3.623,0,1,1,3,2,1,4,1,0,0,5.727,0,6 (extremely good),6 (extremely good),4,5,5,5,5,4,0,0,6.54,0,6,6,6,1 (Strongly Agree),2,3,6,7.105,11.083,12.244,3,Yes,32,46,21,54,28,23,26,2 months,123,0,0,17.964,0,0,0,338.075,0,ABC News,36,Yes,I agree a little,Somewhat Approve,0,0,1.459,0,9,I have copied my completion code.,2027
2020-04-24 20:31:53,2020-04-24 20:42:22,IP Address,207.188.177.131,100,629,True,2020-04-24 20:42:23,R_1hVTQR2yG4pZOe0,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,0,0,20.185,0,"Yes, I understand and consent",1.879,5.845,7.914,2,0,0,7.113,0,4500,8500,10000,83,82,88,9000,9197,10000,92,88,89,80,150,180,92,87,87,58.374,276.83,280.301,25,A27HE87W55LQ0U,30,Male,,97467,Donald Trump,4-year degree,4-year degree,15,English,3.466,70.688,76.9,14,Slightly Better,Quite Good,More than half the days,Several days,3.202,15.952,19.384,6,2,2,3,1,2,3,2,2.276,22.124,25.691,9,5,4,6 (extremely good),5,5,6 (always prefer numbers),4,5,2.471,19.646,21.156,10,6,5,7 (Strongly Disagree),5,6,5,6,2.827,22.919,26.062,9,No,83,91,88,84,92,94,92,2 months,2000,6.76,63.566,70.623,16,4.614,36.254,38.455,8,CNN,88,Yes,I agree a little,Somewhat Approve,2.697,2.697,4.862,1,8,I have copied my completion code.,7424
2020-04-24 20:43:07,2020-04-24 20:52:03,IP Address,168.151.251.232,100,535,True,2020-04-24 20:52:03,R_2pM31CEopa2Z5w2,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,4.224,4.224,111.699,1,"Yes, I understand and consent",3.894,3.894,6.131,1,0,0,1.596,0,yes,yes,yes,72,69,62,yes,yes,yes,77,68,83,yes,yes,yes,59,76,86,6.767,176.192,178.044,14,A2NDRGZ8OBLKSF,29,Male,,10002,donald trump,4-year degree,4-year degree,4,yes,1.555,85.308,94.157,15,Neither better nor worse,Neither good nor poor,More than half the days,More than half the days,2.906,15.481,16.318,5,3,3,2,3,2,2,2,2.487,14.738,15.659,7,5,6 (extremely good),5,5,5,5,5,6 (very often),2.427,15.719,18.26,8,6,7 (Strongly Disagree),5,7 (Strongly Disagree),5,6,6,2.807,8.581,13.647,7,Yes,68,79,64,82,72,84,75,3 months,6,1.653,30.495,34.185,13,3.622,19.036,19.421,7,New York Times,72,Yes,I agree a little,Somewhat Approve,1.979,1.979,3.282,1,9,I have copied my completion code.,9560
2020-04-24 21:34:38,2020-04-24 21:40:35,IP Address,104.220.130.110,100,357,True,2020-04-24 21:40:36,R_1IRDYWl0kEoUDy2,,,,,38.8896942138671875,-121.28730010986328125,anonymous,EN,0,0,2.477,0,"Yes, I understand and consent",1.968,9.646,10.667,4,0,0,9.626,0,200,400,800,48,37,50,100,300,500,62,74,85,15,20,25,50,53,51,6.156,110.771,111.638,43,A3NNW1DLQD3HVH,29,Female,,95746,"Trump ",Some college,High school,1,"English ",1.564,43.162,47.218,16,Slightly Better,Very Good,Not at all,Not at all,4.333,15.576,16.69,12,1,2,1,1,1,-1,1,3.728,13.684,17.308,12,1 (not good at all),2,1 (not good at all),1 (not good at all),1 (not at all),1 (always prefer words),1 (always prefer percentages),1 (never),4.15,28.879,30.914,24,1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),6,4.732,24.415,26.276,23,No,6,10,10,7,55,69,68,4 weeks,100000,1.662,25.016,34.955,22,3.851,16.533,17.887,12,CBS News,47,Yes,I agree a lot,Somewhat Approve,2.92,4.076,5.37,3,10,I have copied my completion code.,3463
2020-04-24 23:42:11,2020-04-24 23:53:46,IP Address,24.178.39.227,100,695,True,2020-04-24 23:53:48,R_3s6zt2fKo694RQY,,,,,38.6486968994140625,-90.3296966552734375,anonymous,EN,0,0,95.808,0,"Yes, I understand and consent",4.427,4.427,6.009,1,1.916,1.916,5.714,1,3,3,3,79,98,95,4,4,4,83,92,86,6,6,6,75,91,84,4.373,294.773,298.268,14,A2OVA31QVKTL5Q,32,Male,,77056,donald trumb,4-year degree,4-year degree,32,english,1.62,41.271,50.702,8,Much Worse,Quite Poor,Nearly every day,More than half the days,0,0,42.068,0,3,-2,1,2,3,2,1,12.976,34.109,36.073,9,5,6 (extremely good),5,6 (extremely good),5,6 (always prefer numbers),5,6 (very often),1.968,11.29,12.71,10,2,1 (Strongly Agree),2,1 (Strongly Agree),2,1 (Strongly Agree),6,6.295,14.207,34.65,8,No,70,59,70,75,84,62,83,3 weeks,50,3.745,40.269,44.916,13,3.608,15.411,18.287,6,CBS News,75,Yes,I agree a little,Strongly Approve,2.068,2.068,3.602,1,10,I have copied my completion code.,9890
