StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,Q3,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q252_1,Q252_2,Q252_3,Q253_1,Q253_2,Q253_3,Q255_1,Q255_2,Q255_3,Q256_1,Q256_2,Q256_3,Q257_2,Q257_3,Q257_4,Q258_1,Q258_2,Q258_3,Q156_First Click,Q156_Last Click,Q156_Page Submit,Q156_Click Count,MTurk_ID,Age,Gender,Gender_4_TEXT,Zip_Code,Q129,Ed_Level,Ed_Level_Mom,Q165,Q166,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,health_stat_age_1,general_health_1,gen_anxiety_1,depression_1,Q159_First Click,Q159_Last Click,Q159_Page Submit,Q159_Click Count,Conserv_scale_1,Conserv_scale_2,Conserv_scale_3,Conserv_scale_4,Conserv_scale_5,Conserv_scale_6,Conserv_scale_7,Q160_First Click,Q160_Last Click,Q160_Page Submit,Q160_Click Count,Numeracy_1,Numeracy_2,Numeracy_3,Numeracy_4,Q124_1,Q125_1,Q126_1,Q127_1,Q161_First Click,Q161_Last Click,Q161_Page Submit,Q161_Click Count,Q122_1,Q122_2,Q122_3,Q122_4,Q122_5,Q122_6,Q122_7,Q162_First Click,Q162_Last Click,Q162_Page Submit,Q162_Click Count,know_someone,prob_of_contract_1,Q133_1,Q132_1,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,Q167_1,Q168,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,news,income_down_1,essential_worker,optimism_1,trump_approval_1,Q164_First Click,Q164_Last Click,Q164_Page Submit,Q164_Click Count,Effort_1,Q41,Random ID
2020-04-07 16:21:55,2020-04-07 16:31:00,0,76.27.26.15,100,545,1,2020-04-07 16:31:00,R_1ds4sSq1qLXEQHq,,,,,40.6981048583984375,-111.99990081787109375,anonymous,EN,0,0,83.879,0,1,6.266,18.833,19.789,3,0,0,9.198,0,550000,800000,1000000,57,24,6,1300000,2500000,3500000,26,16,5,18000,25000,35000,13,9,6,32.71,194.639,196.14,17,ARCCEMO6PIE44,38,2,,84120,Trump,5,1,1,english,7.044,7.044,33.667,1,2,2,2,2,0,0,9.855,0,-4,4,-1,-3,3,0,-4,8.512,41.329,42.504,13,6,6,6,6,6,6,1,6,0,0,19.83,0,3,1,3,2,3,2,6,0,0,22.329,0,2,8,1,2,66,57,96,97,7,20000,5.119,29.467,33.466,10,4.236,20.78,21.353,6,6,7,2,3,1,16.706,39.514,40.787,2,10,1,7535
2020-04-07 16:24:14,2020-04-07 16:31:23,0,71.227.166.248,100,428,1,2020-04-07 16:31:24,R_2czu0GRi7RlwhZV,,,,,47.312103271484375,-122.3661041259765625,anonymous,EN,0,0,3.484,0,1,3.458,3.458,4.482,1,0,0,6.399,0,550000,750000,1000000,66,39,27,750000,1000000,1350000,41,24,14,16000,25000,40000,61,49,31,47.845,150.235,151.484,16,A16SJ5D3DKUEXJ,39,1,,98038,"Trump, lord help us ",3,5,1,English,1.346,23.207,28.215,9,3,3,3,2,2.695,14.503,15.372,4,-2,4,-3,-1,4,-2,-3,6.856,34.472,38.477,8,2,6,6,6,6,6,1,6,3.152,22.924,23.793,10,3,1,3,4,3,4,6,3.49,38.98,40.036,9,2,25,5,1,85,50,80,90,6,50000,3.054,58.444,68.5,12,1.681,17.434,18.542,5,12,5,2,5,1,2.114,2.114,5.746,1,10,1,3740
2020-04-07 16:25:03,2020-04-07 16:31:27,0,69.146.106.106,100,383,1,2020-04-07 16:31:27,R_3RqoEjX1CavY90h,,,,,41.438995361328125,-105.80100250244140625,anonymous,EN,0,0,3.166,0,1,0.829,0.829,2.7,1,3.673,3.673,4.976,1,500000,650000,950000,65,35,15,1000000,13000000,18000000,25,6,3,24000,40000,70000,55,15,7,3.978,187.034,190.166,34,A2RRDATXKQ8HHC,40,2,,92507,Donald Trump,5,5,1,English,3.944,3.944,25.691,1,2,2,1,1,3.759,6.851,9.263,3,-3,3,-1,-1,3,-1,-3,3.845,24.34,25.519,11,5,5,5,5,5,6,1,5,4.395,14.903,16.491,9,4,5,5,4,4,4,6,2.507,11.048,12.405,7,2,5,2,1,80,5,95,95,7,50000,1.684,34.885,49.437,12,4.348,18.97,20.092,6,9,10,1,4,1,2.466,2.466,4.099,1,10,1,7516
2020-04-07 16:24:46,2020-04-07 16:31:31,0,67.189.131.19,100,404,1,2020-04-07 16:31:31,R_3RxAx22608MCfmG,,,,,41.4098052978515625,-73.589996337890625,anonymous,EN,0,0,2.694,0,1,1.684,1.684,2.78,1,0,0,7.195,0,550000,680000,725000,0,0,0,1000000,1300000,1500000,0,0,0,15000,17000,19000,0,0,0,39.593,116.574,118.27,15,AGDJB8B8CDZ71,34,2,,10801,trump,5,3,0,english,4.528,21.418,26.626,8,3,3,1,1,2.114,10.637,11.948,6,-1,0,-4,2,-4,4,-1,4.211,29.886,34.37,11,4,4,4,4,2,5,2,4,1.703,14.669,18.387,8,4,3,3,4,4,5,6,2.542,20.484,21.157,11,2,65,15,1,35,15,75,75,6,3000000,2.507,42.494,50.312,15,3.319,40.81,43.356,6,10,23,2,3,3,2.488,2.488,4.005,1,8,1,4449
2020-04-07 16:24:09,2020-04-07 16:31:52,0,65.49.95.32,100,463,1,2020-04-07 16:31:53,R_3JqvcLpExGyMijN,,,,,39.9705047607421875,-111.812896728515625,anonymous,EN,0,0,3.542,0,1,1.091,3.266,4.153,2,0,0,7.146,0,589500,786000,982000,2,0,0,700000,1000000,1300000,0,0,0,18000,23000,30000,0,0,0,1.438,241.021,241.695,34,A2OFN0A5CPLH57,36,1,,84655,Donald Trump,5,5,0,English,1.134,23.843,26.312,13,4,4,3,2,4.838,18.06,18.78,8,4,-3,-1,4,0,0,4,2.899,25.351,26.11,10,6,6,6,6,6,5,5,6,1.926,13.862,14.516,13,1,1,1,1,1,1,6,6.183,18.113,18.969,10,2,3,1,1,90,88,98,98,6,50000,1.5,50.195,60.999,17,1.203,18.258,19.085,9,12,0,2,3,3,1.985,1.985,2.956,1,10,1,5626
2020-04-07 16:27:21,2020-04-07 16:31:55,0,75.168.82.12,100,273,1,2020-04-07 16:31:55,R_YVy7YUucPy4OvIt,,,,,44.954803466796875,-93.15509796142578125,anonymous,EN,0,0,84.032,0,1,1.812,1.812,2.55,1,0,0,2.531,0,420000,500000,600000,28,25,20,200000,300000,400000,29,20,16,15000,20000,25000,14,10,5,7.797,69.093,69.834,16,A296WX3QFEK7A0,26,2,,55038,donald trump,5,5,2,english,3.552,20.61,26.526,11,2,2,1,1,1.528,6.04,6.901,5,1,1,1,1,-2,-1,3,0.967,8.117,8.391,10,3,4,4,5,4,4,3,4,0.761,10.647,11.492,11,4,3,4,5,6,5,6,1.001,4.656,5.584,8,2,3,2,2,14,17,12,13,2,10000,1.427,22.173,22.359,12,0.954,6.817,7.534,5,1,23,2,4,3,1.257,2.281,2.842,2,9,1,3003
2020-04-07 16:21:42,2020-04-07 16:31:59,0,107.77.234.190,100,617,1,2020-04-07 16:32:00,R_sngAhunV36z9dZf,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,0,0,27.524,0,1,0.653,1.501,2.448,2,0,0,14.194,0,410000,512000,846057,34,71,82,420000,691000,935000,25,37,37,13756,16832,17437,63,76,81,0.551,265.549,266.677,123,A3ADQ2RLQNJQDU,35,1,,41339,Donald Trump,1,2,5,English,1.4,51.61,52.7,32,3,3,4,4,1.001,10.222,11.479,10,-3,-1,-3,0,3,0,-3,2.369,16.303,17.094,16,1,1,1,1,2,5,1,3,1.277,27.68,28.696,24,2,2,2,1,8,1,6,1.133,74.957,76.993,57,2,15,29,34,32,51,85,35,3,1583,0.919,50.32,51.32,39,1.677,20.561,21.593,19,9,39,2,1,1,1.279,2.202,3.483,3,9,1,6992
2020-04-07 16:25:06,2020-04-07 16:32:00,0,75.134.32.142,100,414,1,2020-04-07 16:32:01,R_2RUfJtQDbNm94kE,,,,,38.76690673828125,-93.72910308837890625,anonymous,EN,0,0,2.665,0,1,4.665,4.665,6.053,1,0,0,8.332,0,500000,700000,850000,24,22,24,1250000,1400000,1600000,14,14,13,16000,18500,22000,24,22,25,60.856,145.085,145.914,24,A5X397JR1NNQC,34,2,,64093,Donald Trump,4,2,1,English,3.233,24.928,27.637,9,2,2,2,1,3.959,25.015,25.814,11,-3,3,-3,0,3,1,-2,11.294,47.035,48.417,10,4,4,4,4,4,4,4,4,3.517,27.167,27.81,11,4,4,4,4,4,4,6,6.737,20.699,21.463,7,1,15,5,0,75,75,80,85,7,40000,2.06,40.572,49.065,24,4.627,22.438,23.232,7,10,50,2,3,1,2.416,2.888,3.177,2,8,1,8909
2020-04-07 16:25:50,2020-04-07 16:32:24,0,70.121.52.173,100,394,1,2020-04-07 16:32:25,R_1kXKk5kHeTjupYB,,,,,32.963592529296875,-96.74680328369140625,anonymous,EN,0,0,3.769,0,1,2.749,2.749,3.801,1,0,0,7.189,0,500000,650000,1000000,40,40,40,750000,1000000,2000000,40,40,40,15000,20000,30000,40,40,40,32.124,130.325,131.816,20,A19HLB95FVWUYS,41,1,,75081,Trump,3,3,0,English,4.852,34.22,35.453,10,2,2,2,1,2.917,14.573,15.422,4,0,-1,-3,2,0,2,0,6.169,33.29,34.361,7,5,5,5,5,4,4,4,4,4.52,46.423,48.077,11,4,4,4,4,4,4,6,10.083,23.349,24.764,7,2,9,8,6,50,19,96,97,5,5000,1.746,41.882,42.9,17,2.778,22.09,23.448,7,3,4,2,5,3,3.705,3.705,4.631,1,9,1,2383
2020-04-07 16:26:46,2020-04-07 16:32:52,0,107.184.35.93,100,366,1,2020-04-07 16:32:53,R_10r6TItokhFOKlK,,,,,34.074005126953125,-118.26110076904296875,anonymous,EN,0,0,19.87,0,1,2.109,2.109,3.026,1,0,0,14.585,0,450000,600000,700000,52,45,27,5000000,6500000,5400000,47,29,21,15000,20000,35000,65,48,38,40.728,113.766,115.389,13,AH31QLJ57XC8W,34,1,,90026,Trump,5,5,1,english,4.295,19.101,25.271,12,2,2,2,4,13.284,22.397,23.335,5,-3,4,-1,-4,2,-3,-4,13.744,37.356,40.926,10,3,4,2,2,4,5,4,4,2.1,12.811,13.851,9,2,5,5,3,6,2,6,1.397,6.226,7.721,7,2,19,22,30,22,96,92,77,4,1000,2.426,35.237,44.987,11,1.193,24.881,25.967,9,7,52,2,2,1,2.428,2.428,3.229,1,10,1,4999
2020-04-07 16:23:32,2020-04-07 16:33:01,0,73.240.204.110,100,569,1,2020-04-07 16:33:01,R_qKK4Gx2W6BzpuYF,,,,,45.3101959228515625,-122.9669952392578125,anonymous,EN,0,0,13.516,0,1,8.532,8.532,11.993,1,0,0,5.741,0,500000,1000000,1500000,60,30,10,1000000,1500000,2000000,30,10,5,30000,50000,75000,40,20,5,38.2,186.917,188.596,24,A3T8THFPERMABH,28,1,,97115,Trump,5,5,0,English,1.164,39.73,52.404,12,3,2,3,2,2.444,11.236,12.718,4,1,-1,1,-1,1,-1,1,7.685,25.521,28.711,7,5,4,4,4,4,4,2,4,4.875,37.394,38.62,9,3,3,3,2,6,3,6,5.568,21.927,24.199,7,2,5,2,1,60,80,99,98,5,10000,1.776,43.711,48.852,10,8.584,30.808,32.907,7,10,1,2,4,2,3.4,3.4,4.758,1,9,1,4826
2020-04-07 16:25:20,2020-04-07 16:33:36,0,64.130.165.132,100,495,1,2020-04-07 16:33:36,R_3IVQVdIItwOglPB,,,,,37.2248992919921875,-85.75420379638671875,anonymous,EN,0,0,4.289,0,1,4.124,5.101,6.237,2,0,0,8.058,0,402600,407300,412425,73,80,79,400201,405612,409300,66,69,68,14000,15622,17465,53,48,49,5.424,184.2,185.188,25,AU3327LWY4SU1,38,1,,42765,Donald Trump,6,5,2,English,11.715,50.399,51.627,16,2,2,3,2,2.154,15.872,17.105,7,3,-3,4,3,1,3,2,2.298,50.23,53.613,14,4,5,5,5,4,5,2,5,1.919,27.722,28.521,15,2,1,2,2,5,3,6,1.974,21.916,23.079,9,2,51,15,10,84,73,100,100,6,5000,2.017,38.015,51.714,15,4.56,31.714,32.899,8,3,44,2,4,4,3.461,3.461,4.75,1,10,1,3735
2020-04-07 16:28:08,2020-04-07 16:33:41,0,162.251.255.25,100,332,1,2020-04-07 16:33:41,R_Zr7kXVIagmhr8o9,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0,0,8.437,0,1,2.489,2.489,3.358,1,0,0,2.292,0,1000,600,500,25,37,55,500,400,1000,21,31,38,499,46,56,26,33,49,11.514,51.984,52.781,19,A39AQAOIVMC9OC,39,1,,80820,Donald trump,5,5,01,English,10.148,60.593,62.321,13,3,3,3,3,4.281,6.757,7.58,4,-1,1,-1,1,-1,1,-1,20.533,27.69,28.785,8,2,4,4,4,3,4,4,4,3.745,9.092,10.043,9,3,4,3,4,3,4,6,4.814,9.135,11.34,7,2,21,15,30,35,14,20,37,4,100,1.023,13.246,19.185,11,79.996,90.756,92.378,5,2,40,2,3,3,1.182,1.182,1.83,1,6,1,4412
2020-04-07 16:22:18,2020-04-07 16:34:28,0,24.252.129.40,100,730,1,2020-04-07 16:34:29,R_3QWQdnmsqHQq2ZI,,,,,37.255706787109375,-79.981201171875,anonymous,EN,0,0,5.989,0,1,25.179,25.179,26.516,1,0,0,6.534,0,250000,375000,500000,10,10,10,350000,450000,700000,3,3,2,5000,7500,10000,4,4,3,65.647,190.813,409.454,24,AJ3CE3PZMTP6,51,2,,24015,Trump,5,2,1,english,6.826,28.861,45.508,10,2,2,2,2,4.585,13.666,20.094,4,4,-4,-4,4,-4,4,4,5.984,36.977,39.7,7,5,5,6,6,5,6,1,6,2.491,32.788,34.108,10,5,1,1,1,2,3,6,7.274,25.964,27.253,7,2,33,1,0,100,30,77,85,4,50000,1.686,51.992,60.09,14,3.729,25.413,26.023,6,3,10,1,4,3,3.282,3.282,4.024,1,10,1,1679
2020-04-07 16:29:41,2020-04-07 16:36:12,0,77.111.247.67,100,390,1,2020-04-07 16:36:12,R_cUv1aCWLnrEdXTX,,,,,47,8,anonymous,EN,1.887,3.222,34.539,2,1,1.796,1.796,2.639,1,0,0,3.097,0,550000,750000,1000000,10,10,10,550000,750000,1000000,0,0,0,20000,27000,34000,0,0,0,82.966,181.545,182.743,28,A2P5UUGSWI9OFD,41,2,,11742,Donald Trump,5,5,1,English,3.59,23.318,26.753,10,3,2,3,3,3.65,9.275,9.802,4,-4,4,-4,-4,-1,1,-4,3.092,12.104,13.073,7,5,5,5,5,5,6,1,5,4.695,14.916,15.867,8,1,1,1,1,8,1,6,12.458,17.591,18.623,7,1,30,30,30,100,100,80,80,7,20000,2.62,29.727,33.729,10,2.401,10.305,11.251,6,12,100,2,5,1,3.203,3.203,3.793,1,10,1,4246
2020-04-07 16:24:10,2020-04-07 16:36:24,0,72.241.110.99,100,734,1,2020-04-07 16:36:24,R_3frtbMSgWfLfym1,,,,,41.650299072265625,-83.506500244140625,anonymous,EN,0,0,5.697,0,1,0.703,3.321,4.465,3,0,0,192.997,0,415000,430000,440000,81,68,69,500000,510000,515000,54,39,36,13250,14000,14600,82,67,54,19.596,276.532,277.898,47,A1Y9395AXC1FS0,37,2,,43607,"Donald Trump ",4,3,0,"English ",1.2,35.262,40.119,22,2,2,4,1,5.698,15.048,16.367,7,2,-2,4,-4,-3,2,4,2.703,37.169,38.174,19,5,5,6,6,6,6,1,6,2.407,20.351,21.106,15,6,2,8,6,6,5,6,4.775,24.534,25.452,12,1,2,1,0,100,100,85,86,6,450000,2.477,48.1,64.055,33,3.302,21.761,22.867,12,3,10,1,5,3,1.856,1.856,3.032,1,10,1,6044
2020-04-07 16:25:11,2020-04-07 16:36:34,0,98.228.202.138,100,682,1,2020-04-07 16:36:35,R_1mIcs67JgVOwRhf,,,,,42.23089599609375,-88.33789825439453125,anonymous,EN,0,0,5.676,0,1,2.531,2.531,3.5,1,0,0,32.193,0,500000,600000,620000,50,50,63,600000,700000,720000,30,30,37,13500,14600,15000,29,29,29,49.05,145.061,146.083,15,A3UD7T1L80TCR3,59,1,,60014,Donald Trump,6,2,1,English,9.78,149.048,153.094,8,2,2,2,2,2.862,11.581,12.883,4,-4,4,4,-4,1,0,-3,4.053,27.576,29.354,7,2,3,4,5,5,6,1,6,2.687,24.516,25.514,8,6,5,4,4,6,2,6,4.468,76.749,77.989,7,2,82,50,8,100,100,92,92,5,50000,1.797,34.086,99.312,10,2.408,18.127,19.016,6,1,100,2,5,3,3.684,3.684,4.401,1,10,1,9197
2020-04-07 16:28:05,2020-04-07 16:36:37,0,67.162.195.6,100,511,1,2020-04-07 16:36:37,R_Rl64fdrRTJwcOXv,,,,,34.74560546875,-92.3419036865234375,anonymous,EN,0,0,18.261,0,1,3.575,3.575,4.605,1,8.702,19.501,20.601,10,500000,600000,700000,40,40,40,500000,600000,700000,50,50,50,3000,6000,9000,90,90,90,0.903,222.654,224.305,31,A2ALYW6W16PUYQ,50,1,,72201,Donald Trump,3,3,1,English,6.448,25.379,33.868,10,3,3,1,1,2.507,11.521,13.472,5,2,4,-4,0,2,0,0,7.294,32.703,33.811,19,3,3,6,6,6,6,1,6,2.486,19.026,20.432,9,8,1,2,2,4,4,6,3.601,21.631,23.45,8,1,0,0,0,73,50,100,100,7,1000,1.804,47.446,48.277,18,9.823,26.546,28.696,5,10,0,2,5,1,2.983,2.983,4.287,1,10,1,9689
2020-04-07 16:27:06,2020-04-07 16:37:00,0,68.12.27.188,100,593,1,2020-04-07 16:37:00,R_01DMz2R6xBMBvTH,,,,,35.5189056396484375,-97.535400390625,anonymous,EN,0,0,121.521,0,1,5.622,5.622,6.322,1,0,0,6.1,0,420000,450000,465000,50,45,30,600000,630000,675000,5,5,1,13500,14200,14400,30,20,15,62.558,180.432,181.537,19,A03172343NB8PHOPICC1,24,2,,73105,Donald Trump,5,6,1,English,13.461,45.381,50.894,15,1,1,1,1,1.94,3.841,4.974,4,4,-4,-3,3,-4,4,4,3.706,13.478,14.249,8,4,3,3,4,4,3,3,3,1.586,10.312,11.283,15,5,4,4,6,5,4,6,2.421,67.27,69.007,14,2,1,3,0,100,5,95,100,3,1400,1.223,79.339,84.917,16,1.927,18.986,19.477,11,3,0,2,5,4,1.275,1.275,2.135,1,10,1,5764
2020-04-07 16:23:49,2020-04-07 16:37:11,0,71.179.102.37,100,801,1,2020-04-07 16:37:11,R_10H4KeClAMP2nIv,,,,,39.3733062744140625,-76.72789764404296875,anonymous,EN,0,0,5.224,0,1,2.108,5.923,7.779,4,0,0,8.87,0,450000,600000,750000,81,79,81,460000,610000,850000,86,82,85,20000,45000,90000,41,50,38,5.153,492.674,494.567,38,A1IW3K0541EHQL,30,1,,21117,Trump,5,3,0,English,7.36,40.768,44.818,14,2,2,4,4,4.934,13.056,14.097,5,-3,1,0,1,-1,0,0,5.798,37.216,38.787,13,4,4,3,3,5,5,5,5,2.869,28.643,29.724,18,2,3,2,2,3,2,6,2.7,19.633,21.418,10,2,20,1,1,67,76,90,90,6,500000,1.922,59.245,60.89,23,6.984,35.883,36.973,11,12,92,2,2,1,2.261,3.116,4.674,2,9,1,4250
2020-04-07 16:23:38,2020-04-07 16:37:29,0,73.81.116.210,100,831,1,2020-04-07 16:37:29,R_3TMEsNsP30RLMzv,,,,,39.7552032470703125,-75.53119659423828125,anonymous,EN,0,0,3.843,0,1,17.45,17.45,19.143,1,0,0,16.081,0,500000,600000,700000,75,65,60,400000,500000,550000,70,60,60,18000,20000,25000,80,70,65,152.101,369.889,372.641,37,A3GHYD28ZZ3IEN,20,2,,19018,Donald Trump,2,2,3,English,7.534,55.155,56.715,16,1,1,1,1,6.005,12.912,21.881,5,-3,3,0,-2,0,0,-3,44.614,68.703,73.099,7,5,6,6,5,5,5,1,6,3.063,53.513,54.214,12,4,4,2,4,2,5,6,9.042,44.449,48.97,14,2,5,10,2,100,5,100,100,5,30000,1.766,75.064,77.901,15,5.168,48.283,51.296,7,5,10,1,5,2,2.334,2.334,3.693,1,10,1,8833
2020-04-07 16:26:32,2020-04-07 16:37:35,0,186.179.8.34,100,662,1,2020-04-07 16:37:35,R_1jYX3OR6t6dkApP,,,,,42.0680999755859375,-72.62560272216796875,anonymous,EN,0,0,13.34,0,1,1.529,1.529,2.187,1,0,0,4.722,0,425874,521457,625411,49,72,46,apr11,apr25,apr30,70,73,78,13000,14000,15000,72,64,53,1.66,156.378,157.085,59,A32QI54V14C0LD,56,2,,80421,usa,5,5,1,english,1.026,42.4,52.255,18,3,4,3,2,23.444,27.489,27.854,7,3,-2,2,2,2,4,2,2.488,13.338,14.479,20,3,4,3,5,4,3,3,5,1.599,9.584,9.945,12,3,4,2,5,3,4,6,0.87,5.814,6.398,8,2,70,65,74,86,87,70,74,5,52020,7.916,161.042,166.595,23,0.928,166.359,167.47,16,3,59,1,3,3,4.233,5.38,5.8,3,9,1,5477
2020-04-07 16:27:03,2020-04-07 16:37:36,0,50.50.226.18,100,633,1,2020-04-07 16:37:37,R_vjXJTDZ8MCSnbqh,,,,,44.6614990234375,-90.1790008544921875,anonymous,EN,8.584,8.584,41.441,1,1,4.633,4.633,5.725,1,0,0,3.182,0,1301,9197,68211,43,65,76,1301,9197,68211,53,69,85,1301,9197,68211,54,70,89,0.495,241.016,242.626,38,A23KH0CK7RRUGX,28,2,,53216,donald trump,5,5,native language,English,5.806,94.805,106.88,28,2,3,2,2,1.993,9.999,11.08,5,1,3,2,1,2,1,1,3.398,12.95,13.822,8,4,5,4,4,5,4,4,5,1.223,9.775,10.605,9,5,6,6,4,5,5,6,25.633,32.375,35.732,7,2,51,76,68,69,59,81,74,4,10000,5.878,65.336,101.328,13,2.221,12.855,13.591,7,2,63,1,4,3,1.926,1.926,7.64,1,8,1,8566
2020-04-07 16:28:08,2020-04-07 16:37:37,0,73.229.189.146,100,568,1,2020-04-07 16:37:37,R_25EH82CyDR3H59T,,,,,40.5377044677734375,-105.05460357666015625,anonymous,EN,0,0,7.008,0,1,8.044,8.044,9.278,1,0,0,22.234,0,450000,600000,750000,91,82,69,550000,750000,1250000,72,62,52,15000,35000,50000,81,72,61,66.83,163.077,165.832,19,A2Q6692Z44JOBI,71,2,,80526,Donald Trump,5,1,1,English,14.866,45.617,51.472,10,2,2,1,1,9.184,22.676,24.053,4,4,4,4,-4,3,-3,-4,8.428,40.174,45.651,8,4,4,5,5,5,6,4,6,4.817,59.423,60.267,8,4,5,5,5,4,4,6,5.106,27.692,30.227,7,1,9,3,1,82,50,100,100,6,500000,4.137,67.132,78.347,14,14.5,41.192,42.301,7,8,19,2,5,4,4.426,4.426,6.347,1,10,1,2205
2020-04-07 16:33:41,2020-04-07 16:37:42,0,71.125.80.26,100,240,1,2020-04-07 16:37:42,R_1mec2yOSrMPZDDF,,,,,40.71820068359375,-74.04759979248046875,anonymous,EN,0,0,3.846,0,1,1.716,1.716,2.681,1,0,0,1.362,0,425000,500000,600000,16,52,77,200000,350000,600000,63,45,51,12000,15000,16000,23,64,56,3.945,66.095,67.31,26,A1D2ZSPIHOI23K,21,2,,08901,trump,5,5,21,english,6.8,30.506,33.613,11,3,2,3,3,2.554,5.872,7.465,5,-2,-2,1,1,-1,1,-3,2.333,11.317,12.444,15,2,3,5,4,3,2,4,5,3.895,10.999,12.089,10,3,3,2,4,2,2,6,1.025,7.352,8.706,7,2,45,68,46,24,71,49,74,1,1200,1.421,45.142,50.629,13,2.287,9.047,10.097,7,12,49,2,3,3,1.141,1.148,2.227,2,4,1,7090
2020-04-07 16:26:00,2020-04-07 16:37:52,0,104.148.30.84,100,711,1,2020-04-07 16:37:53,R_3HnR6prstNBvGAt,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0,0,71.984,0,1,16.194,16.194,17.58,1,0,0,9.831,0,500000,700000,1000000,81,72,72,600000,1000000,1500000,58,72,70,20000,29000,42000,58,61,67,89.988,209.584,212.512,26,A397D1I20OGUK7,32,2,,77084,Donald Trump,5,5,2,English,1.915,40.704,48.954,10,2,2,3,2,5.414,20.064,21.101,8,-1,-2,0,0,-1,-1,-1,4.569,44.467,46.4,16,5,5,5,5,5,5,1,5,3.718,25.43,26.131,12,4,3,3,3,3,3,6,44.801,68.285,72.359,11,2,53,36,35,88,61,91,86,6,5000,1.98,38.894,51.359,15,5.673,31.035,32.271,12,6,50,2,3,2,3.029,3.029,5.081,1,10,1,3291
2020-04-07 16:22:18,2020-04-07 16:38:14,0,71.69.94.75,100,956,1,2020-04-07 16:38:15,R_3HtPITGlr48dvDe,,,,,36.14300537109375,-80.3072967529296875,anonymous,EN,0,0,3.765,0,1,5.926,5.926,9.419,1,0,0,16.507,0,425000,500000,900000,70,60,36,500000,899999,1400000,70,56,34,20000,25000,40000,61,51,30,129.762,376.01,377.348,31,A1K093QDET7FBH,63,2,,25040,Donald Trump,5,2,Since Birth,English,7.951,68.311,75.214,14,2,2,1,1,7.202,29.979,32.24,4,-3,1,-4,1,1,-1,-3,19.276,108.076,110.169,13,6,6,6,6,5,6,1,5,8.226,62.321,63.887,9,1,1,2,2,8,2,6,11.368,50.624,55.205,7,2,5,2,1,96,20,99,99,7,5000,4.639,102.544,104.262,12,10.399,53.582,55.692,7,5,0,2,4,1,6.147,6.147,7.048,1,10,1,5226
2020-04-07 16:32:27,2020-04-07 16:38:50,0,98.146.161.184,100,382,1,2020-04-07 16:38:50,R_22JiVZRWWJz3qHi,,,,,47.72479248046875,-116.78900146484375,anonymous,EN,0,0,3.353,0,1,5.314,5.314,6.518,1,0,0,7.959,0,425000,475000,550000,70,50,25,500000,600000,750000,50,34,13,14000,18000,25000,68,50,28,37.59,128.24,129.486,25,A2A5HAPJD18TRU,36,1,,83814,Trump,6,5,1,english,1.776,21.619,25.782,9,2,2,2,2,13.08,21.894,22.838,4,-3,4,0,-3,2,0,-2,4.933,24.304,25.772,8,4,5,4,5,5,6,1,5,3.175,59.113,59.832,8,2,3,3,3,4,5,6,7.881,21.119,22.103,9,2,5,2,1,82,71,82,81,7,10000,1.773,30.753,37.342,13,4.017,21.053,22.159,7,5,31,2,3,1,2.013,2.013,3.226,1,9,1,4846
2020-04-07 16:30:22,2020-04-07 16:39:06,0,169.229.69.204,100,523,1,2020-04-07 16:39:06,R_1lowp7IxDIphH6C,,,,,37.865997314453125,-122.25689697265625,anonymous,EN,0,0,113.321,0,1,2.167,2.167,3.097,1,0,0,85.846,0,450000,500000,525000,1,1,1,700000,900000,1000000,1,1,1,18000,25000,30000,1,1,1,78.81,153.432,154.216,13,AKDZG54PT6YZ4,26,2,,94015,Donald Trump,5,5,2,English,0.601,24.067,28.623,11,3,3,2,2,4.691,9.239,9.495,5,3,-4,1,-2,-2,1,2,4.999,32.153,33.529,14,3,3,3,3,3,3,3,3,1.944,12.018,16.818,8,4,4,4,4,4,4,6,2.508,5.633,7.101,12,2,88,88,89,89,87,88,87,4,2500,1.756,17.693,25.46,15,2.69,22.371,23.304,10,9,1,2,3,1,2.923,2.923,3.517,1,7,1,1853
